96/11/22 15:38:34   7.89S  74.33W 148.9 4.8Mb A  PERU-BRAZIL BORDER REGION
96/11/22 16:07:58  23.52S 113.17W  10.0 5.0Mb B  EASTER ISLAND REGION
96/11/23 10:35:52   3.70S 148.73E  33.0 5.6Ms C  BISMARCK SEA
96/11/24 02:39:24  19.33N 155.20W   9.7 4.5Mb    HAWAII
96/11/24 07:37:45  67.32N 163.77W  10.0 3.7Mb B  NORTHERN ALASKA
96/11/24 18:22:28  43.42N 126.82W  10.0 3.6Mb B  OFF COAST OF OREGON
96/11/25 04:43:07  34.01N 116.95W  15.0 3.4Ml A  SOUTHERN CALIFORNIA
96/11/25 11:09:17  19.04N  66.22W  50.2 4.7Mb B  PUERTO RICO REGION
96/11/25 11:15:54   2.89S 139.19E  33.0 5.5Mb C  NEAR NORTH COAST OF IRIAN JAYA
96/11/26 21:30:12  12.65S  73.82W  69.8 4.5Mb B  CENTRAL PERU
96/11/27 02:16:12  33.91N 116.37W   5.0 3.0Ml A  SOUTHERN CALIFORNIA
96/11/27 20:17:23  36.04N 117.58W   5.0 5.0Md A  CALIFORNIA-NEVADA BORDER REG
96/11/27 20:31:02  36.04N 117.65W   5.0 3.2Ml A  CALIFORNIA-NEVADA BORDER REG
96/11/27 21:05:10  36.04N 117.56W   5.0 3.3Ml A  CALIFORNIA-NEVADA BORDER REG
96/11/27 21:33:12  36.05N 117.58W   5.0 3.6Ml A  CALIFORNIA-NEVADA BORDER REG
96/11/27 21:57:58  36.02N 117.68W   5.0 3.1Ml A  CALIFORNIA-NEVADA BORDER REG
96/11/27 22:04:32  36.05N 117.66W   5.0 2.9Ml A  CALIFORNIA-NEVADA BORDER REG
96/11/27 22:29:07  36.02N 117.57W   5.0 3.8Ml A  CALIFORNIA-NEVADA BORDER REG
96/11/27 23:45:03  15.49S  75.37W  33.0 5.0Mb B  NEAR COAST OF PERU
96/11/28 07:40:39  34.58N 139.97E  33.0 5.6Mb A  NEAR S. COAST OF HONSHU, JAPAN
96/11/28 11:29:30  36.08N 117.64W   5.0 2.8Ml A  CALIFORNIA-NEVADA BORDER REG
96/11/28 21:47:14  36.02N 117.61W   5.0 3.3Ml A  CALIFORNIA-NEVADA BORDER REG
96/11/29 05:41:31  35.96N  90.00W   5.0 4.3Lg A  TENNESSEE
96/11/29 10:08:42  18.64N 107.07W  33.0 4.8Mb A  OFF COAST OF JALISCO, MEXICO
96/11/30 11:02:48  36.32N  71.00E 252.5 5.0Mb B  AFGHANISTAN-TAJIKISTAN BORD
96/11/30 17:55:13  41.94N 139.23E  33.0 4.9Mb C  HOKKAIDO, JAPAN  REGION
96/12/01 00:17:36  15.73S  75.47W  33.0 4.9Mb B  NEAR COAST OF PERU
96/12/01 23:09:41  30.39S 179.84W 353.7 5.4Mb B  KERMADEC ISLANDS REGION
96/12/02 04:08:49  34.38N  32.28E  33.0 5.0Mb A  CYPRUS REGION
96/12/02 22:17:57  31.80N 131.22E  33.0 6.7Ms A  KYUSHU, JAPAN
96/12/02 23:33:11  40.06N 119.57W   5.0 4.3Ml A  NEVADA
96/12/02 23:35:51  40.01N 119.67W   5.0 3.7Ml A  NEVADA
96/12/03 12:56:56  18.27S 172.48W  33.0 6.0Ms A  TONGA ISLANDS REGION
96/12/03 18:00:57  36.05N 117.62W   5.0 2.9Ml A  CALIFORNIA-NEVADA BORDER REG
96/12/03 18:36:02  36.09N 117.65W   5.0 2.8Ml A  CALIFORNIA-NEVADA BORDER REG
96/12/03 20:44:18  36.02N 117.58W   5.0 3.4Ml A  CALIFORNIA-NEVADA BORDER REG
96/12/04 21:21:14  38.75N 122.74W   5.0 4.0Ml A  NORTHERN CALIFORNIA
96/12/05 03:51:01  14.38N  92.24W  33.0 5.3Mb A  NEAR COAST OF CHIAPAS, MEXICO
96/12/05 17:06:35  36.29N 120.44W  10.0 3.5Ml A  CENTRAL CALIFORNIA
96/12/06 18:30:38  36.03N 117.60W   5.0 3.5Ml A  CALIFORNIA-NEVADA BORDER REG
96/12/06 23:56:47  15.10S 177.67W  33.0 5.3Ms    FIJI ISLANDS REGION
96/12/07 20:36:19  51.53N 173.38W  33.0 4.9Mb A  ANDREANOF ISL, ALEUTIAN IS.
96/12/08 03:48:05  44.01N 129.60W  10.0 5.0Mb A  OFF COAST OF OREGON
96/12/08 05:42:18  44.16N 129.31W  10.0 4.9Mb A  OFF COAST OF OREGON
96/12/08 06:05:23  56.72N 152.02W  33.0 5.3Mb A  KODIAK ISLAND REGION
96/12/08 16:42:51  38.67N 119.47W   5.0 3.6Ml A  CALIFORNIA-NEVADA BORDER REG
96/12/09 03:54:17   8.03S 107.24E  53.0 5.5Mb C  JAWA, INDONESIA
96/12/09 11:28:47  29.95N  42.60W  10.0 6.2Ms A  NORTHERN MID-ATLANTIC RIDGE
96/12/09 13:06:52   0.41S  80.65W  33.0 4.6Mb B  NEAR COAST OF ECUADOR
96/12/09 19:23:05  36.14S 100.18W  10.0 4.7Mb B  SOUTHERN PACIFIC OCEAN
96/12/10 08:36:18   0.78N  29.98W  10.0 6.2Ms A  CENTRAL MID-ATLANTIC RIDGE
96/12/10 09:23:24   0.68N  29.58W  10.0 5.1Mb B  CENTRAL MID-ATLANTIC RIDGE
96/12/10 16:03:02  12.41N  88.96W  33.0 5.3Mb A  OFF COAST OF CENTRAL AMERICA
96/12/10 16:57:39  51.69N 177.62W  10.0 5.4Mb A  ANDREANOF ISL, ALEUTIAN IS.
96/12/10 17:22:38  51.99N 177.52W  10.0 4.6Mb B  ANDREANOF ISL, ALEUTIAN IS.
96/12/10 20:55:29  51.65N 177.57W  10.0 4.8Mb A  ANDREANOF ISL, ALEUTIAN IS.
96/12/10 22:33:10  51.77N 177.53W  10.0 4.8Mb B  ANDREANOF ISL, ALEUTIAN IS.
96/12/11 02:24:04  50.65N 175.76W  10.0 4.9Mb A  ANDREANOF ISL, ALEUTIAN IS.
96/12/11 12:18:47   4.83S 103.06E  33.0 5.0Mb B  SOUTHERN SUMATERA, INDONESIA
96/12/11 15:01:53  22.18S 179.79E 500.0 4.8Mb    SOUTH OF FIJI ISLANDS
96/12/12 09:09:31  51.52N 177.19W  10.0 4.9Mb A  ANDREANOF ISL, ALEUTIAN IS.
96/12/12 10:43:52  51.50N 177.20W  10.0 4.6Mb C  ANDREANOF ISL, ALEUTIAN IS.
96/12/12 18:35:49  38.70N 119.50W   5.0 4.6Ml A  CALIFORNIA-NEVADA BORDER REG
96/12/13 08:34:34  36.00N  83.90W   5.0 2.5Md    TENNESSEE
96/12/13 16:53:16  38.72N 119.43W   5.0 4.2Ml A  CALIFORNIA-NEVADA BORDER REG
96/12/13 23:15:24  38.69N 119.49W   5.0 3.6Ml A  CALIFORNIA-NEVADA BORDER REG
96/12/14 08:29:17  36.06N 117.70W   5.0 2.9Ml A  CALIFORNIA-NEVADA BORDER REG
96/12/14 21:15:34  12.57N  88.82W  33.0 5.3Mb B  OFF COAST OF CENTRAL AMERICA
96/12/15 08:34:32  47.49N 124.18W  10.0 3.0Md B  NEAR COAST OF WASHINGTON
96/12/15 14:12:10   0.77N  29.55W  10.0 4.5Mb B  CENTRAL MID-ATLANTIC RIDGE
96/12/15 15:41:02   3.91N  31.92W  33.0 4.6Mb B  CENTRAL MID-ATLANTIC RIDGE
96/12/15 17:58:03  46.51N 151.64E  33.0 5.0Mb B  KURIL ISLANDS
96/12/16 10:30:22  36.04N 117.58W   5.0 3.6Ml A  CALIFORNIA-NEVADA BORDER REG
96/12/16 17:01:03  18.73S 179.92E 600.0 4.7Mb B  FIJI ISLANDS
96/12/16 18:53:04  23.79S 179.87W 600.0 4.5Mb B  SOUTH OF FIJI ISLANDS
96/12/17 04:03:22  36.03N 117.60W   5.0 4.0Ml A  CALIFORNIA-NEVADA BORDER REG
96/12/17 07:32:53   0.41S  80.73W  33.0 4.6Mb B  NEAR COAST OF ECUADOR
96/12/17 10:30:01  12.59N  88.91W  33.0 4.8Mb B  OFF COAST OF CENTRAL AMERICA
96/12/17 16:24:10  36.76N  71.18E  33.0 5.5Mb C  AFGHANISTAN-TAJIKISTAN BORD
96/12/17 17:12:22  12.63N  88.87W  33.0 4.9Mb B  OFF COAST OF CENTRAL AMERICA
96/12/17 17:24:30  52.03N 177.38W  10.0 4.3Mb D  ANDREANOF ISL, ALEUTIAN IS.
96/12/17 20:20:32  12.40N  88.93W  33.0 5.2Ms B  OFF COAST OF CENTRAL AMERICA
96/12/18 10:12:28  24.75S  70.52W  33.0 5.8Mb A  NEAR COAST OF NORTHERN CHILE
96/12/18 11:03:09  40.40N 127.42W  10.0 4.4Mb B  OFF COAST OF N CALIFORNIA
96/12/19 02:50:26  13.01N  90.00W  33.0 5.2Mb A  EL SALVADOR
96/12/19 16:29:57  34.94N  97.58W   5.0 2.5Lg B  OKLAHOMA
96/12/20 02:17:03  34.35N 118.77W  10.0 2.8Ml A  SOUTHERN CALIFORNIA
96/12/20 06:52:35  51.18N 176.41W  33.0 4.9Mb A  ANDREANOF ISL, ALEUTIAN IS.
96/12/20 10:04:31  23.17S  66.51W 250.0 4.6Mb B  JUJUY PROVINCE, ARGENTINA
96/12/21 01:28:45  36.04N 139.79E  44.6 5.6Mb A  EASTERN HONSHU, JAPAN
96/12/21 08:46:01  39.99N  12.94E 485.3 4.7Mb B  TYRRHENIAN SEA
96/12/21 14:22:33  36.38N  70.43E 229.0 5.0Mb B  HINDU KUSH REGION, AFGHANISTAN
96/12/22 14:53:27  43.19N 138.94E 226.6 6.0Mb A  EASTERN SEA OF JAPAN
96/12/22 22:16:31  45.34N 150.48E  33.0 4.7Mb B  KURIL ISLANDS
96/12/23 03:52:18  17.14N  84.99W  10.0 4.6Mb B  CARIBBEAN SEA
96/12/23 05:51:26  34.18N  37.34W  10.0 5.3Ms A  NORTHERN MID-ATLANTIC RIDGE
96/12/23 10:20:31  34.29N  37.16W  10.0 4.9Mb B  NORTHERN MID-ATLANTIC RIDGE
96/12/23 20:04:04  57.18N 155.49W  56.5 4.6Mb B  ALASKA PENINSULA
96/12/24 06:28:33  34.30N  36.70W  10.0 4.7Mb B  NORTHERN MID-ATLANTIC RIDGE
96/12/24 06:29:14  34.30N  36.92W  10.0 5.3Ms A  NORTHERN MID-ATLANTIC RIDGE
96/12/24 16:16:54  37.74N 122.55W   6.4 2.4Md    CENTRAL CALIFORNIA
96/12/24 22:16:21  34.37N  38.98E  10.0 5.0Mb A  JORDAN - SYRIA REGION
96/12/24 23:30:19  15.58S  74.47W  33.0 5.0Mb B  NEAR COAST OF PERU
96/12/25 10:06:41  38.70N 119.42W   5.0 3.4Ml A  CALIFORNIA-NEVADA BORDER REG
96/12/25 17:29:58  33.46N 118.01W   5.0 2.8Ml A  SOUTHERN CALIFORNIA
96/12/25 17:35:22  71.44N   9.32W  10.0 4.7Mb B  JAN MAYEN ISLAND REGION
96/12/26 02:54:12  17.54N  83.66W  10.0 4.6Mb B  CARIBBEAN SEA
96/12/26 17:01:10  25.43N 127.56E  38.3 5.4Mb B  RYUKYU ISLANDS
96/12/26 19:34:02   5.15S 151.00E  33.0 5.5Ms B  NEW BRITAIN REGION, P.N.G.
96/12/26 20:48:22   2.35S 138.93E  33.0 6.0Ms B  IRIAN JAYA, INDONESIA
96/12/27 00:26:19  56.41N 152.60W  10.0 4.9Mb A  KODIAK ISLAND REGION
96/12/27 11:19:48   2.21S 138.91E  33.0 5.3Mb C  IRIAN JAYA, INDONESIA
96/12/27 21:33:21  37.15N  20.57E  10.0 4.7Mb B  IONIAN SEA
96/12/27 23:25:18  59.59N 152.72W  21.9 4.2Mb A  SOUTHERN ALASKA
96/12/28 22:41:18  33.74N 116.88W  10.0 4.0Ml    SOUTHERN CALIFORNIA
96/12/29 00:39:07  44.14N 147.45E  33.0 4.6Mb    KURIL ISLANDS
96/12/29 03:43:29   6.76S 130.90E  33.0 5.7Mb B  BANDA SEA
96/12/29 04:45:19  22.20S 179.80E 600.0 4.7Mb    SOUTH OF FIJI ISLANDS
96/12/29 12:40:54  28.58S  64.16W  33.0 4.6Mb B  SANT DEL ESTERO PROV., ARG.
96/12/29 18:50:48  34.77N  36.93W  10.0 4.8Mb C  NORTHERN MID-ATLANTIC RIDGE
96/12/30 11:08:18  27.42N  86.67E  33.0 5.0Mb C  NEPAL
96/12/30 19:41:52   4.03S 128.08E  33.0 6.1Mb B  BANDA SEA
96/12/31 08:44:03   6.79S 154.72E  33.0 5.6Ms B  SOLOMON ISLANDS
96/12/31 12:41:40  15.67N  93.03W  95.4 5.7Mb A  NEAR COAST OF CHIAPAS, MEXICO
96/12/31 17:28:03  37.86N  81.05W   0.0 2.9Lg C  WEST VIRGINIA
96/12/31 20:25:35  36.30N 120.41W  10.0 2.8Ml A  CENTRAL CALIFORNIA
96/12/31 21:00:24  37.82N  81.14W   0.0 3.1Md B  WEST VIRGINIA
96/12/31 23:57:40  34.47N  37.09W  10.0 5.3Mb B  NORTHERN MID-ATLANTIC RIDGE
97/01/01 04:35:51   6.66N  73.06W 163.8 5.3Mb A  NORTHERN COLOMBIA
97/01/01 05:28:00  15.22S  75.75W  33.0 4.7Mb B  NEAR COAST OF PERU
97/01/01 05:49:22  34.38N  37.18W  10.0 4.9Mb B  NORTHERN MID-ATLANTIC RIDGE
97/01/01 22:32:32   0.04S 123.56E 115.4 5.7Mb B  MINAHASSA PENINSULA, SULAWESI
97/01/02 02:57:51  23.73S 180.00E 500.0 4.9Mb B  SOUTH OF FIJI ISLANDS
97/01/02 22:36:08  38.96N 123.12W   5.0 3.8Ml A  NEAR COAST OF NORTHERN CALIF.
97/01/03 02:22:18  13.40N  88.37W 177.1 5.3Mb A  EL SALVADOR
97/01/03 03:58:22  19.03S 174.97W 137.8 5.6Mb A  TONGA ISLANDS
97/01/03 21:51:28  61.07N 167.40E  10.0 5.7Mb A  EASTERN SIBERIA, RUSSIA
97/01/04 11:21:45  29.69S  71.34W  33.0 4.8Mb A  NEAR COAST OF CENTRAL CHILE
97/01/06 22:15:37  40.73N 125.46W   5.0 3.7Ml A  OFF COAST OF N CALIFORNIA
97/01/07 02:14:20  34.61N  25.02E  33.0 4.6Mb B  CRETE
97/01/07 08:45:35  16.59N  98.67W  33.0 4.6Mb B  NEAR COAST OF GUERRERO, MEXICO
97/01/08 06:43:07  17.67N  72.18W  33.0 5.0Mb A  HAITI REGION
97/01/09 09:01:56  34.26N 116.60W  10.0 3.1Ml A  SOUTHERN CALIFORNIA
97/01/09 13:43:33  41.03N  74.25E  33.0 5.9Mb A  KYRGYZSTAN
97/01/10 02:24:12  36.54N  70.75E 195.8 4.8Mb B  HINDU KUSH REGION, AFGHANISTAN
97/01/10 05:05:02  40.88N 123.83W  30.0 3.5Ml A  NORTHERN CALIFORNIA
97/01/10 11:47:50   5.82S  80.88W  33.0 4.6Mb C  NEAR COAST OF NORTHERN PERU
97/01/11 12:55:43  32.33N  39.52W  10.0 4.8Mb B  NORTHERN MID-ATLANTIC RIDGE
97/01/11 20:28:25  18.25N 102.80W  33.0 6.8Ms A  MICHOACAN, MEXICO
97/01/12 00:01:48  36.01N 117.69W   5.0 3.6Ml A  CALIFORNIA-NEVADA BORDER REG
97/01/12 12:10:49  40.69N  20.13E  10.0 4.8Mb B  GREECE-ALBANIA BORDER REGION
97/01/13 10:19:24  34.28N  32.41E  10.0 5.4Mb A  CYPRUS REGION
97/01/13 10:19:26  34.23N  32.33E  33.0 5.5Ms A  CYPRUS REGION
97/01/17 23:24:08  47.33S  13.37W  10.0 5.7Ms B  SOUTHERN MID-ATLANTIC RIDGE
97/01/18 00:11:30  34.16N 116.38W   5.0 3.1Ml A  SOUTHERN CALIFORNIA
97/01/18 00:44:07  34.34N 118.73W  10.0 3.0Ml A  SOUTHERN CALIFORNIA
97/01/19 02:27:09   5.12S 108.37E 600.0 5.1Mb C  JAVA SEA
97/01/19 03:56:56  39.10N 105.10W   5.0 2.6Ml    COLORADO
97/01/19 04:33:22  20.01N 121.51E  33.0 5.5Mb A  PHILIPPINE ISLANDS REGION
97/01/19 05:32:11  51.29N 178.21W  33.0 5.2Mb A  ANDREANOF ISL, ALEUTIAN IS.
97/01/19 19:42:38  40.72N  19.60E  10.0 4.7Mb B  ALBANIA
97/01/19 21:29:46  23.25S  66.36W 217.9 4.4Mb B  JUJUY PROVINCE, ARGENTINA
97/01/20 13:16:35  56.39N 153.29W  33.0 4.7Mb A  KODIAK ISLAND REGION
97/01/21 01:47:23  38.97N  75.03E  33.0 4.9Mb C  SOUTHERN XINJIANG, CHINA
97/01/21 01:48:28  39.27N  77.26E  33.0 5.8Ms C  SOUTHERN XINJIANG, CHINA
97/01/21 20:47:49  38.15N  29.03E  33.0 5.2Mb A  TURKEY
97/01/21 21:19:58  16.35N  98.10W  33.0 4.9Mb B  NEAR COAST OF GUERRERO, MEXICO
97/01/22 02:40:18  35.07N 119.00W  10.0 3.2Ml A  CENTRAL CALIFORNIA
97/01/22 17:57:22  36.24N  36.01E  33.0 5.5Mb A  JORDAN - SYRIA REGION
97/01/22 18:27:33  36.29N  35.96E  33.0 5.5Mb B  TURKEY
97/01/23 02:15:22  22.10S  65.74W 276.2 6.4Mb A  JUJUY PROVINCE, ARGENTINA
97/01/23 22:48:39  58.00N 151.60W  10.0 4.5Ml A  KODIAK ISLAND REGION
97/01/24 05:17:30   5.54S 154.00E  70.8 5.5Mb B  NEW IRELAND REGION, P.N.G.
97/01/24 15:29:30  54.49N 169.61E  33.0 5.0Mb B  KOMANDORSKY ISLANDS REGION
97/01/25 06:55:36  38.69N 122.84W   5.0 3.3Ml B  NORTHERN CALIFORNIA
97/01/25 11:04:29  15.97S 167.66E  33.0 5.1Mb    VANUATU ISLANDS
97/01/25 14:52:29  17.52N  61.66W  33.0 4.7Mb B  LEEWARD ISLANDS
97/01/26 06:57:55   9.77N  45.15E  10.0 4.9Mb    NORTHWESTERN SOMALIA
97/01/26 12:48:20  34.31N 116.46W   5.0 2.8Md A  SOUTHERN CALIFORNIA
97/01/27 00:46:15  45.20N  16.51E  10.0 4.2Mb B  NORTHWESTERN BALKAN REGION
97/01/27 16:47:34  17.94N 102.67W  33.0 4.9Mb B  NEAR COAST OF MICHOACAN, MEX
97/01/29 23:19:19  13.00S 165.78E  33.0 6.0Ms C  VANUATU ISLANDS
97/01/30 05:28:20  59.40N 145.13W  10.0 4.7Mb A  GULF OF ALASKA
97/01/30 09:59:07  22.98N 101.29E  33.0 4.9Mb C  MYANMAR-CHINA BORDER REGION
97/01/30 18:48:21  36.06N 117.59W   5.0 3.1Ml A  CALIFORNIA-NEVADA BORDER REG
97/01/30 23:46:30   7.39N  36.09W  10.0 4.7Mb B  CENTRAL MID-ATLANTIC RIDGE
97/01/31 03:51:44  18.57S 169.16E 150.0 5.0Mb B  VANUATU ISLANDS
97/01/31 12:25:40  33.92N 117.77W   5.0 3.5Ml A  SOUTHERN CALIFORNIA
97/01/31 20:02:19  28.16N  84.98E  33.0 5.3Mb B  NEPAL
97/01/31 23:18:41  26.57N 140.74E 525.4 5.3Mb A  BONIN ISLANDS REGION
